"","ds","facebook_s","googlesearch_s","type","solID","cluster","top_sol"
"6067",2024-01-31,1917.06573418215,1133.72541530696,"saturatedSpendReversed","1_979_1",1,TRUE
"6068",2024-02-01,2023.37192313714,1187.34754880098,"saturatedSpendReversed","1_979_1",1,TRUE
"6069",2024-02-02,2130.21321122597,1141.47885066556,"saturatedSpendReversed","1_979_1",1,TRUE
"6070",2024-02-03,1737.08893538448,1087.94490999992,"saturatedSpendReversed","1_979_1",1,TRUE
"6071",2024-02-04,1611.78959531613,1033.82040292646,"saturatedSpendReversed","1_979_1",1,TRUE
"6072",2024-02-05,1903.72601133128,1179.65039583382,"saturatedSpendReversed","1_979_1",1,TRUE
"6073",2024-02-06,1872.51345113335,1140.88582572729,"saturatedSpendReversed","1_979_1",1,TRUE
"6074",2024-02-07,1970.5047805338,1187.89922056398,"saturatedSpendReversed","1_979_1",1,TRUE
"6075",2024-02-08,2076.8109694888,1241.521354058,"saturatedSpendReversed","1_979_1",1,TRUE
"6076",2024-02-09,2183.65225757762,1195.65265592258,"saturatedSpendReversed","1_979_1",1,TRUE
"6077",2024-02-10,1790.52798173613,1142.11871525694,"saturatedSpendReversed","1_979_1",1,TRUE
"6078",2024-02-11,1665.22864166778,1087.99420818347,"saturatedSpendReversed","1_979_1",1,TRUE
"6079",2024-02-12,1957.16505768294,1233.82420109084,"saturatedSpendReversed","1_979_1",1,TRUE
"6080",2024-02-13,1925.952497485,1195.05963098431,"saturatedSpendReversed","1_979_1",1,TRUE
"6081",2024-02-14,2023.94382688546,1242.073025821,"saturatedSpendReversed","1_979_1",1,TRUE
"6082",2024-02-15,2130.25001584045,1295.69515931501,"saturatedSpendReversed","1_979_1",1,TRUE
"6083",2024-02-16,2237.09130392928,1249.82646117959,"saturatedSpendReversed","1_979_1",1,TRUE
"6084",2024-02-17,1843.96702808779,1196.29252051395,"saturatedSpendReversed","1_979_1",1,TRUE
"6085",2024-02-18,1718.66768801943,1142.16801344049,"saturatedSpendReversed","1_979_1",1,TRUE
"6086",2024-02-19,2010.60410403459,1287.99800634786,"saturatedSpendReversed","1_979_1",1,TRUE
"6087",2024-02-20,1979.39154383666,1249.23343624132,"saturatedSpendReversed","1_979_1",1,TRUE
"6088",2024-02-21,2077.38287323711,1296.24683107802,"saturatedSpendReversed","1_979_1",1,TRUE
"6089",2024-02-22,2183.6890621921,1349.86896457203,"saturatedSpendReversed","1_979_1",1,TRUE
"6090",2024-02-23,2290.53035028093,1304.00026643661,"saturatedSpendReversed","1_979_1",1,TRUE
"6091",2024-02-24,1897.40607443944,1250.46632577097,"saturatedSpendReversed","1_979_1",1,TRUE
"6092",2024-02-25,1772.10673437109,1196.34181869751,"saturatedSpendReversed","1_979_1",1,TRUE
"6093",2024-02-26,2064.04315038624,1342.17181160487,"saturatedSpendReversed","1_979_1",1,TRUE
"6094",2024-02-27,2032.83059018831,1303.40724149834,"saturatedSpendReversed","1_979_1",1,TRUE
"6095",2024-02-28,2130.82191958876,1350.42063633503,"saturatedSpendReversed","1_979_1",1,TRUE
"6096",2024-02-29,2237.12810854376,1404.04276982905,"saturatedSpendReversed","1_979_1",1,TRUE
"6097",2024-01-01,37.7951520406331,17.7013421951553,"decompMedia","1_979_1",1,TRUE
"6098",2024-01-02,39.9859372283519,23.0595482007281,"decompMedia","1_979_1",1,TRUE
"6099",2024-01-03,47.2232414063059,18.6470448261124,"decompMedia","1_979_1",1,TRUE
"6100",2024-01-04,52.3817112795019,25.6177359027279,"decompMedia","1_979_1",1,TRUE
"6101",2024-01-05,57.321462291207,23.6801701886355,"decompMedia","1_979_1",1,TRUE
"6102",2024-01-06,38.8922265793282,21.083225921978,"decompMedia","1_979_1",1,TRUE
"6103",2024-01-07,33.0513643221773,18.500598578174,"decompMedia","1_979_1",1,TRUE
"6104",2024-01-08,46.7717613611154,25.6057598416506,"decompMedia","1_979_1",1,TRUE
"6105",2024-01-09,45.2955364544092,23.6792557550272,"decompMedia","1_979_1",1,TRUE
"6106",2024-01-10,49.9189318164557,26.0176757145186,"decompMedia","1_979_1",1,TRUE
"6107",2024-01-11,54.872069626214,28.7036840636678,"decompMedia","1_979_1",1,TRUE
"6108",2024-01-12,59.7420568272293,26.4052944968761,"decompMedia","1_979_1",1,TRUE
"6109",2024-01-13,41.4146644856202,23.7402409756559,"decompMedia","1_979_1",1,TRUE
"6110",2024-01-14,35.5254759528723,21.0877600936606,"decompMedia","1_979_1",1,TRUE
"6111",2024-01-15,49.2919001061798,28.3176873354518,"decompMedia","1_979_1",1,TRUE
"6112",2024-01-16,47.8213310902045,26.3756334310135,"decompMedia","1_979_1",1,TRUE
"6113",2024-01-17,52.4197164627247,28.7313491479059,"decompMedia","1_979_1",1,TRUE
"6114",2024-01-18,57.3238548041707,31.4162999608025,"decompMedia","1_979_1",1,TRUE
"6115",2024-01-19,62.1258378872202,29.1201407138707,"decompMedia","1_979_1",1,TRUE
"6116",2024-01-20,43.9440867500935,26.4373007366913,"decompMedia","1_979_1",1,TRUE
"6117",2024-01-21,38.0258238044523,23.7426799389242,"decompMedia","1_979_1",1,TRUE
"6118",2024-01-22,51.7973059361885,31.0317400007382,"decompMedia","1_979_1",1,TRUE
"6119",2024-01-23,50.3360948511085,29.090406237077,"decompMedia","1_979_1",1,TRUE
"6120",2024-01-24,54.8984615740348,31.4438461358905,"decompMedia","1_979_1",1,TRUE
"6121",2024-01-25,59.7437114598549,34.1075451374664,"decompMedia","1_979_1",1,TRUE
"6122",2024-01-26,64.4698617903753,31.830743880162,"decompMedia","1_979_1",1,TRUE
"6123",2024-01-27,46.4730403041988,29.1522231495676,"decompMedia","1_979_1",1,TRUE
"6124",2024-01-28,40.543970958144,26.4397667511288,"decompMedia","1_979_1",1,TRUE
"6125",2024-01-29,54.2820644173989,33.727171467305,"decompMedia","1_979_1",1,TRUE
"6126",2024-01-30,52.8336004898851,31.8011688540523,"decompMedia","1_979_1",1,TRUE
"6127",2024-01-31,57.3499289981576,34.1347773219245,"decompMedia","1_979_1",1,TRUE
"6128",2024-02-01,62.1274663389488,36.7595501220742,"decompMedia","1_979_1",1,TRUE
"6129",2024-02-02,66.770965808681,34.517067548034,"decompMedia","1_979_1",1,TRUE
"6130",2024-02-03,48.9945050917899,31.8626515757716,"decompMedia","1_979_1",1,TRUE
"6131",2024-02-04,43.0718395683414,29.1546949048973,"decompMedia","1_979_1",1,TRUE
"6132",2024-02-05,56.7408020131244,36.3857412370824,"decompMedia","1_979_1",1,TRUE
"6133",2024-02-06,55.3081578979527,34.4878576692125,"decompMedia","1_979_1",1,TRUE
"6134",2024-02-07,59.7694204504087,36.7862999041897,"decompMedia","1_979_1",1,TRUE
"6135",2024-02-08,64.4714617150758,39.3570947363249,"decompMedia","1_979_1",1,TRUE
"6136",2024-02-09,69.0264584813081,37.161644874531,"decompMedia","1_979_1",1,TRUE
"6137",2024-02-10,51.5019721233877,34.5485789070813,"decompMedia","1_979_1",1,TRUE
"6138",2024-02-11,45.6017726396935,31.8651097523379,"decompMedia","1_979_1",1,TRUE
"6139",2024-02-12,59.1686862762239,38.9918511198897,"decompMedia","1_979_1",1,TRUE
"6140",2024-02-13,57.7546190485863,37.132977019731,"decompMedia","1_979_1",1,TRUE
"6141",2024-02-14,62.1527682841014,39.3832207878442,"decompMedia","1_979_1",1,TRUE
"6142",2024-02-15,66.7725351934648,41.8875933267403,"decompMedia","1_979_1",1,TRUE
"6143",2024-02-16,71.2340926329951,39.7496631584657,"decompMedia","1_979_1",1,TRUE
"6144",2024-02-17,53.9894631692919,37.1925694078155,"decompMedia","1_979_1",1,TRUE
"6145",2024-02-18,48.1265804537014,34.5510064469954,"decompMedia","1_979_1",1,TRUE
"6146",2024-02-19,61.561418315418,41.5325458511024,"decompMedia","1_979_1",1,TRUE
"6147",2024-02-20,60.168374718483,39.7216851298581,"decompMedia","1_979_1",1,TRUE
"6148",2024-02-21,64.4963201886541,41.9129807274532,"decompMedia","1_979_1",1,TRUE
"6149",2024-02-22,69.0279956288405,44.3409865566691,"decompMedia","1_979_1",1,TRUE
"6150",2024-02-23,73.3920363786542,42.2689330463892,"decompMedia","1_979_1",1,TRUE
"6151",2024-02-24,56.451540542499,39.779841743346,"decompMedia","1_979_1",1,TRUE
"6152",2024-02-25,50.639575092223,37.194951650311,"decompMedia","1_979_1",1,TRUE
"6153",2024-02-26,63.91521890127,43.9974165700531,"decompMedia","1_979_1",1,TRUE
"6154",2024-02-27,62.5453441675073,42.241764440449,"decompMedia","1_979_1",1,TRUE
"6155",2024-02-28,66.7969189460983,44.3655453014211,"decompMedia","1_979_1",1,TRUE
"6156",2024-02-29,71.2355961421221,46.7095653635104,"decompMedia","1_979_1",1,TRUE
"6157",2024-01-01,1500,800,"rawMedia","1_998_1",8,FALSE
"6158",2024-01-02,1450,850,"rawMedia","1_998_1",8,FALSE
"6159",2024-01-03,1600,750,"rawMedia","1_998_1",8,FALSE
"6160",2024-01-04,1700,900,"rawMedia","1_998_1",8,FALSE
"6161",2024-01-05,1800,850,"rawMedia","1_998_1",8,FALSE
"6162",2024-01-06,1400,800,"rawMedia","1_998_1",8,FALSE
"6163",2024-01-07,1300,750,"rawMedia","1_998_1",8,FALSE
"6164",2024-01-08,1600,900,"rawMedia","1_998_1",8,FALSE
"6165",2024-01-09,1550,850,"rawMedia","1_998_1",8,FALSE
"6166",2024-01-10,1650,900,"rawMedia","1_998_1",8,FALSE
"6167",2024-01-11,1750,950,"rawMedia","1_998_1",8,FALSE
"6168",2024-01-12,1850,900,"rawMedia","1_998_1",8,FALSE
"6169",2024-01-13,1450,850,"rawMedia","1_998_1",8,FALSE
"6170",2024-01-14,1350,800,"rawMedia","1_998_1",8,FALSE
"6171",2024-01-15,1650,950,"rawMedia","1_998_1",8,FALSE
"6172",2024-01-16,1600,900,"rawMedia","1_998_1",8,FALSE
"6173",2024-01-17,1700,950,"rawMedia","1_998_1",8,FALSE
"6174",2024-01-18,1800,1000,"rawMedia","1_998_1",8,FALSE
"6175",2024-01-19,1900,950,"rawMedia","1_998_1",8,FALSE
"6176",2024-01-20,1500,900,"rawMedia","1_998_1",8,FALSE
"6177",2024-01-21,1400,850,"rawMedia","1_998_1",8,FALSE
"6178",2024-01-22,1700,1000,"rawMedia","1_998_1",8,FALSE
"6179",2024-01-23,1650,950,"rawMedia","1_998_1",8,FALSE
"6180",2024-01-24,1750,1000,"rawMedia","1_998_1",8,FALSE
"6181",2024-01-25,1850,1050,"rawMedia","1_998_1",8,FALSE
"6182",2024-01-26,1950,1000,"rawMedia","1_998_1",8,FALSE
"6183",2024-01-27,1550,950,"rawMedia","1_998_1",8,FALSE
"6184",2024-01-28,1450,900,"rawMedia","1_998_1",8,FALSE
"6185",2024-01-29,1750,1050,"rawMedia","1_998_1",8,FALSE
"6186",2024-01-30,1700,1000,"rawMedia","1_998_1",8,FALSE
"6187",2024-01-31,1800,1050,"rawMedia","1_998_1",8,FALSE
"6188",2024-02-01,1900,1100,"rawMedia","1_998_1",8,FALSE
"6189",2024-02-02,2000,1050,"rawMedia","1_998_1",8,FALSE
"6190",2024-02-03,1600,1000,"rawMedia","1_998_1",8,FALSE
"6191",2024-02-04,1500,950,"rawMedia","1_998_1",8,FALSE
"6192",2024-02-05,1800,1100,"rawMedia","1_998_1",8,FALSE
"6193",2024-02-06,1750,1050,"rawMedia","1_998_1",8,FALSE
"6194",2024-02-07,1850,1100,"rawMedia","1_998_1",8,FALSE
"6195",2024-02-08,1950,1150,"rawMedia","1_998_1",8,FALSE
"6196",2024-02-09,2050,1100,"rawMedia","1_998_1",8,FALSE
"6197",2024-02-10,1650,1050,"rawMedia","1_998_1",8,FALSE
"6198",2024-02-11,1550,1000,"rawMedia","1_998_1",8,FALSE
"6199",2024-02-12,1850,1150,"rawMedia","1_998_1",8,FALSE
"6200",2024-02-13,1800,1100,"rawMedia","1_998_1",8,FALSE
"6201",2024-02-14,1900,1150,"rawMedia","1_998_1",8,FALSE
"6202",2024-02-15,2000,1200,"rawMedia","1_998_1",8,FALSE
"6203",2024-02-16,2100,1150,"rawMedia","1_998_1",8,FALSE
"6204",2024-02-17,1700,1100,"rawMedia","1_998_1",8,FALSE
"6205",2024-02-18,1600,1050,"rawMedia","1_998_1",8,FALSE
"6206",2024-02-19,1900,1200,"rawMedia","1_998_1",8,FALSE
"6207",2024-02-20,1850,1150,"rawMedia","1_998_1",8,FALSE
"6208",2024-02-21,1950,1200,"rawMedia","1_998_1",8,FALSE
"6209",2024-02-22,2050,1250,"rawMedia","1_998_1",8,FALSE
"6210",2024-02-23,2150,1200,"rawMedia","1_998_1",8,FALSE
"6211",2024-02-24,1750,1150,"rawMedia","1_998_1",8,FALSE
"6212",2024-02-25,1650,1100,"rawMedia","1_998_1",8,FALSE
"6213",2024-02-26,1950,1250,"rawMedia","1_998_1",8,FALSE
"6214",2024-02-27,1900,1200,"rawMedia","1_998_1",8,FALSE
"6215",2024-02-28,2000,1250,"rawMedia","1_998_1",8,FALSE
"6216",2024-02-29,2100,1300,"rawMedia","1_998_1",8,FALSE
"6217",2024-03-01,2200,1250,"rawMedia","1_998_1",8,FALSE
"6218",2024-03-02,1800,1200,"rawMedia","1_998_1",8,FALSE
"6219",2024-03-03,1700,1150,"rawMedia","1_998_1",8,FALSE
"6220",2024-03-04,2000,1300,"rawMedia","1_998_1",8,FALSE
"6221",2024-03-05,1950,1250,"rawMedia","1_998_1",8,FALSE
"6222",2024-03-06,2050,1300,"rawMedia","1_998_1",8,FALSE
"6223",2024-03-07,2150,1350,"rawMedia","1_998_1",8,FALSE
"6224",2024-03-08,2250,1300,"rawMedia","1_998_1",8,FALSE
"6225",2024-03-09,1850,1250,"rawMedia","1_998_1",8,FALSE
"6226",2024-03-10,1750,1200,"rawMedia","1_998_1",8,FALSE
"6227",2024-03-11,2050,1350,"rawMedia","1_998_1",8,FALSE
"6228",2024-03-12,2000,1300,"rawMedia","1_998_1",8,FALSE
"6229",2024-03-13,2100,1350,"rawMedia","1_998_1",8,FALSE
"6230",2024-03-14,2200,1400,"rawMedia","1_998_1",8,FALSE
"6231",2024-03-15,2300,1350,"rawMedia","1_998_1",8,FALSE
"6232",2024-03-16,1900,1300,"rawMedia","1_998_1",8,FALSE
"6233",2024-03-17,1800,1250,"rawMedia","1_998_1",8,FALSE
"6234",2024-03-18,2100,1400,"rawMedia","1_998_1",8,FALSE
"6235",2024-03-19,2050,1350,"rawMedia","1_998_1",8,FALSE
"6236",2024-03-20,2150,1400,"rawMedia","1_998_1",8,FALSE
"6237",2024-03-21,2250,1450,"rawMedia","1_998_1",8,FALSE
"6238",2024-03-22,2350,1400,"rawMedia","1_998_1",8,FALSE
"6239",2024-03-23,1950,1350,"rawMedia","1_998_1",8,FALSE
"6240",2024-03-24,1850,1300,"rawMedia","1_998_1",8,FALSE
"6241",2024-03-25,2150,1450,"rawMedia","1_998_1",8,FALSE
"6242",2024-03-26,2100,1400,"rawMedia","1_998_1",8,FALSE
"6243",2024-03-27,2200,1450,"rawMedia","1_998_1",8,FALSE
"6244",2024-03-28,2300,1500,"rawMedia","1_998_1",8,FALSE
"6245",2024-03-29,2400,1450,"rawMedia","1_998_1",8,FALSE
"6246",2024-03-30,2000,1400,"rawMedia","1_998_1",8,FALSE
"6247",2024-03-31,1900,1350,"rawMedia","1_998_1",8,FALSE
"6248",2024-01-01,1500,800,"rawSpend","1_998_1",8,FALSE
"6249",2024-01-02,1450,850,"rawSpend","1_998_1",8,FALSE
"6250",2024-01-03,1600,750,"rawSpend","1_998_1",8,FALSE
"6251",2024-01-04,1700,900,"rawSpend","1_998_1",8,FALSE
"6252",2024-01-05,1800,850,"rawSpend","1_998_1",8,FALSE
"6253",2024-01-06,1400,800,"rawSpend","1_998_1",8,FALSE
"6254",2024-01-07,1300,750,"rawSpend","1_998_1",8,FALSE
"6255",2024-01-08,1600,900,"rawSpend","1_998_1",8,FALSE
"6256",2024-01-09,1550,850,"rawSpend","1_998_1",8,FALSE
"6257",2024-01-10,1650,900,"rawSpend","1_998_1",8,FALSE
"6258",2024-01-11,1750,950,"rawSpend","1_998_1",8,FALSE
"6259",2024-01-12,1850,900,"rawSpend","1_998_1",8,FALSE
"6260",2024-01-13,1450,850,"rawSpend","1_998_1",8,FALSE
"6261",2024-01-14,1350,800,"rawSpend","1_998_1",8,FALSE
"6262",2024-01-15,1650,950,"rawSpend","1_998_1",8,FALSE
"6263",2024-01-16,1600,900,"rawSpend","1_998_1",8,FALSE
"6264",2024-01-17,1700,950,"rawSpend","1_998_1",8,FALSE
"6265",2024-01-18,1800,1000,"rawSpend","1_998_1",8,FALSE
"6266",2024-01-19,1900,950,"rawSpend","1_998_1",8,FALSE
"6267",2024-01-20,1500,900,"rawSpend","1_998_1",8,FALSE
"6268",2024-01-21,1400,850,"rawSpend","1_998_1",8,FALSE
"6269",2024-01-22,1700,1000,"rawSpend","1_998_1",8,FALSE
"6270",2024-01-23,1650,950,"rawSpend","1_998_1",8,FALSE
"6271",2024-01-24,1750,1000,"rawSpend","1_998_1",8,FALSE
"6272",2024-01-25,1850,1050,"rawSpend","1_998_1",8,FALSE
"6273",2024-01-26,1950,1000,"rawSpend","1_998_1",8,FALSE
"6274",2024-01-27,1550,950,"rawSpend","1_998_1",8,FALSE
"6275",2024-01-28,1450,900,"rawSpend","1_998_1",8,FALSE
"6276",2024-01-29,1750,1050,"rawSpend","1_998_1",8,FALSE
"6277",2024-01-30,1700,1000,"rawSpend","1_998_1",8,FALSE
"6278",2024-01-31,1800,1050,"rawSpend","1_998_1",8,FALSE
"6279",2024-02-01,1900,1100,"rawSpend","1_998_1",8,FALSE
"6280",2024-02-02,2000,1050,"rawSpend","1_998_1",8,FALSE
"6281",2024-02-03,1600,1000,"rawSpend","1_998_1",8,FALSE
"6282",2024-02-04,1500,950,"rawSpend","1_998_1",8,FALSE
"6283",2024-02-05,1800,1100,"rawSpend","1_998_1",8,FALSE
"6284",2024-02-06,1750,1050,"rawSpend","1_998_1",8,FALSE
"6285",2024-02-07,1850,1100,"rawSpend","1_998_1",8,FALSE
"6286",2024-02-08,1950,1150,"rawSpend","1_998_1",8,FALSE
"6287",2024-02-09,2050,1100,"rawSpend","1_998_1",8,FALSE
"6288",2024-02-10,1650,1050,"rawSpend","1_998_1",8,FALSE
"6289",2024-02-11,1550,1000,"rawSpend","1_998_1",8,FALSE
"6290",2024-02-12,1850,1150,"rawSpend","1_998_1",8,FALSE
"6291",2024-02-13,1800,1100,"rawSpend","1_998_1",8,FALSE
"6292",2024-02-14,1900,1150,"rawSpend","1_998_1",8,FALSE
"6293",2024-02-15,2000,1200,"rawSpend","1_998_1",8,FALSE
"6294",2024-02-16,2100,1150,"rawSpend","1_998_1",8,FALSE
"6295",2024-02-17,1700,1100,"rawSpend","1_998_1",8,FALSE
"6296",2024-02-18,1600,1050,"rawSpend","1_998_1",8,FALSE
"6297",2024-02-19,1900,1200,"rawSpend","1_998_1",8,FALSE
"6298",2024-02-20,1850,1150,"rawSpend","1_998_1",8,FALSE
"6299",2024-02-21,1950,1200,"rawSpend","1_998_1",8,FALSE
"6300",2024-02-22,2050,1250,"rawSpend","1_998_1",8,FALSE
"6301",2024-02-23,2150,1200,"rawSpend","1_998_1",8,FALSE
"6302",2024-02-24,1750,1150,"rawSpend","1_998_1",8,FALSE
"6303",2024-02-25,1650,1100,"rawSpend","1_998_1",8,FALSE
"6304",2024-02-26,1950,1250,"rawSpend","1_998_1",8,FALSE
"6305",2024-02-27,1900,1200,"rawSpend","1_998_1",8,FALSE
"6306",2024-02-28,2000,1250,"rawSpend","1_998_1",8,FALSE
"6307",2024-02-29,2100,1300,"rawSpend","1_998_1",8,FALSE
"6308",2024-03-01,2200,1250,"rawSpend","1_998_1",8,FALSE
"6309",2024-03-02,1800,1200,"rawSpend","1_998_1",8,FALSE
"6310",2024-03-03,1700,1150,"rawSpend","1_998_1",8,FALSE
"6311",2024-03-04,2000,1300,"rawSpend","1_998_1",8,FALSE
"6312",2024-03-05,1950,1250,"rawSpend","1_998_1",8,FALSE
"6313",2024-03-06,2050,1300,"rawSpend","1_998_1",8,FALSE
"6314",2024-03-07,2150,1350,"rawSpend","1_998_1",8,FALSE
"6315",2024-03-08,2250,1300,"rawSpend","1_998_1",8,FALSE
"6316",2024-03-09,1850,1250,"rawSpend","1_998_1",8,FALSE
"6317",2024-03-10,1750,1200,"rawSpend","1_998_1",8,FALSE
"6318",2024-03-11,2050,1350,"rawSpend","1_998_1",8,FALSE
"6319",2024-03-12,2000,1300,"rawSpend","1_998_1",8,FALSE
"6320",2024-03-13,2100,1350,"rawSpend","1_998_1",8,FALSE
"6321",2024-03-14,2200,1400,"rawSpend","1_998_1",8,FALSE
"6322",2024-03-15,2300,1350,"rawSpend","1_998_1",8,FALSE
"6323",2024-03-16,1900,1300,"rawSpend","1_998_1",8,FALSE
"6324",2024-03-17,1800,1250,"rawSpend","1_998_1",8,FALSE
"6325",2024-03-18,2100,1400,"rawSpend","1_998_1",8,FALSE
"6326",2024-03-19,2050,1350,"rawSpend","1_998_1",8,FALSE
"6327",2024-03-20,2150,1400,"rawSpend","1_998_1",8,FALSE
"6328",2024-03-21,2250,1450,"rawSpend","1_998_1",8,FALSE
"6329",2024-03-22,2350,1400,"rawSpend","1_998_1",8,FALSE
"6330",2024-03-23,1950,1350,"rawSpend","1_998_1",8,FALSE
"6331",2024-03-24,1850,1300,"rawSpend","1_998_1",8,FALSE
"6332",2024-03-25,2150,1450,"rawSpend","1_998_1",8,FALSE
"6333",2024-03-26,2100,1400,"rawSpend","1_998_1",8,FALSE
"6334",2024-03-27,2200,1450,"rawSpend","1_998_1",8,FALSE
"6335",2024-03-28,2300,1500,"rawSpend","1_998_1",8,FALSE
"6336",2024-03-29,2400,1450,"rawSpend","1_998_1",8,FALSE
"6337",2024-03-30,2000,1400,"rawSpend","1_998_1",8,FALSE
"6338",2024-03-31,1900,1350,"rawSpend","1_998_1",8,FALSE
"6339",2024-01-01,1500,800,"predictedExposure","1_998_1",8,FALSE
"6340",2024-01-02,1450,850,"predictedExposure","1_998_1",8,FALSE
"6341",2024-01-03,1600,750,"predictedExposure","1_998_1",8,FALSE
"6342",2024-01-04,1700,900,"predictedExposure","1_998_1",8,FALSE
"6343",2024-01-05,1800,850,"predictedExposure","1_998_1",8,FALSE
"6344",2024-01-06,1400,800,"predictedExposure","1_998_1",8,FALSE
"6345",2024-01-07,1300,750,"predictedExposure","1_998_1",8,FALSE
"6346",2024-01-08,1600,900,"predictedExposure","1_998_1",8,FALSE
"6347",2024-01-09,1550,850,"predictedExposure","1_998_1",8,FALSE
"6348",2024-01-10,1650,900,"predictedExposure","1_998_1",8,FALSE
"6349",2024-01-11,1750,950,"predictedExposure","1_998_1",8,FALSE
"6350",2024-01-12,1850,900,"predictedExposure","1_998_1",8,FALSE
"6351",2024-01-13,1450,850,"predictedExposure","1_998_1",8,FALSE
"6352",2024-01-14,1350,800,"predictedExposure","1_998_1",8,FALSE
"6353",2024-01-15,1650,950,"predictedExposure","1_998_1",8,FALSE
"6354",2024-01-16,1600,900,"predictedExposure","1_998_1",8,FALSE
"6355",2024-01-17,1700,950,"predictedExposure","1_998_1",8,FALSE
"6356",2024-01-18,1800,1000,"predictedExposure","1_998_1",8,FALSE
"6357",2024-01-19,1900,950,"predictedExposure","1_998_1",8,FALSE
"6358",2024-01-20,1500,900,"predictedExposure","1_998_1",8,FALSE
"6359",2024-01-21,1400,850,"predictedExposure","1_998_1",8,FALSE
"6360",2024-01-22,1700,1000,"predictedExposure","1_998_1",8,FALSE
"6361",2024-01-23,1650,950,"predictedExposure","1_998_1",8,FALSE
"6362",2024-01-24,1750,1000,"predictedExposure","1_998_1",8,FALSE
"6363",2024-01-25,1850,1050,"predictedExposure","1_998_1",8,FALSE
"6364",2024-01-26,1950,1000,"predictedExposure","1_998_1",8,FALSE
"6365",2024-01-27,1550,950,"predictedExposure","1_998_1",8,FALSE
"6366",2024-01-28,1450,900,"predictedExposure","1_998_1",8,FALSE
"6367",2024-01-29,1750,1050,"predictedExposure","1_998_1",8,FALSE
"6368",2024-01-30,1700,1000,"predictedExposure","1_998_1",8,FALSE
"6369",2024-01-31,1800,1050,"predictedExposure","1_998_1",8,FALSE
"6370",2024-02-01,1900,1100,"predictedExposure","1_998_1",8,FALSE
"6371",2024-02-02,2000,1050,"predictedExposure","1_998_1",8,FALSE
"6372",2024-02-03,1600,1000,"predictedExposure","1_998_1",8,FALSE
"6373",2024-02-04,1500,950,"predictedExposure","1_998_1",8,FALSE
"6374",2024-02-05,1800,1100,"predictedExposure","1_998_1",8,FALSE
"6375",2024-02-06,1750,1050,"predictedExposure","1_998_1",8,FALSE
"6376",2024-02-07,1850,1100,"predictedExposure","1_998_1",8,FALSE
"6377",2024-02-08,1950,1150,"predictedExposure","1_998_1",8,FALSE
"6378",2024-02-09,2050,1100,"predictedExposure","1_998_1",8,FALSE
"6379",2024-02-10,1650,1050,"predictedExposure","1_998_1",8,FALSE
"6380",2024-02-11,1550,1000,"predictedExposure","1_998_1",8,FALSE
"6381",2024-02-12,1850,1150,"predictedExposure","1_998_1",8,FALSE
"6382",2024-02-13,1800,1100,"predictedExposure","1_998_1",8,FALSE
"6383",2024-02-14,1900,1150,"predictedExposure","1_998_1",8,FALSE
"6384",2024-02-15,2000,1200,"predictedExposure","1_998_1",8,FALSE
"6385",2024-02-16,2100,1150,"predictedExposure","1_998_1",8,FALSE
"6386",2024-02-17,1700,1100,"predictedExposure","1_998_1",8,FALSE
"6387",2024-02-18,1600,1050,"predictedExposure","1_998_1",8,FALSE
"6388",2024-02-19,1900,1200,"predictedExposure","1_998_1",8,FALSE
"6389",2024-02-20,1850,1150,"predictedExposure","1_998_1",8,FALSE
"6390",2024-02-21,1950,1200,"predictedExposure","1_998_1",8,FALSE
"6391",2024-02-22,2050,1250,"predictedExposure","1_998_1",8,FALSE
"6392",2024-02-23,2150,1200,"predictedExposure","1_998_1",8,FALSE
"6393",2024-02-24,1750,1150,"predictedExposure","1_998_1",8,FALSE
"6394",2024-02-25,1650,1100,"predictedExposure","1_998_1",8,FALSE
"6395",2024-02-26,1950,1250,"predictedExposure","1_998_1",8,FALSE
"6396",2024-02-27,1900,1200,"predictedExposure","1_998_1",8,FALSE
"6397",2024-02-28,2000,1250,"predictedExposure","1_998_1",8,FALSE
"6398",2024-02-29,2100,1300,"predictedExposure","1_998_1",8,FALSE
"6399",2024-01-01,1500,800,"adstockedMedia","1_998_1",8,FALSE
"6400",2024-01-02,1504.05937354,942.406739632,"adstockedMedia","1_998_1",8,FALSE
"6401",2024-01-03,1654.20567166702,858.85591777077,"adstockedMedia","1_998_1",8,FALSE
"6402",2024-01-04,1759.61688154442,999.205093968557,"adstockedMedia","1_998_1",8,FALSE
"6403",2024-01-05,1863.41585752447,965.416606196651,"adstockedMedia","1_998_1",8,FALSE
"6404",2024-01-06,1467.15672926818,911.513751206529,"adstockedMedia","1_998_1",8,FALSE
"6405",2024-01-07,1352.87571577949,855.287517348412,"adstockedMedia","1_998_1",8,FALSE
"6406",2024-01-08,1648.75707578168,998.792913657643,"adstockedMedia","1_998_1",8,FALSE
"6407",2024-01-09,1609.42051642427,965.368995898311,"adstockedMedia","1_998_1",8,FALSE
"6408",2024-01-10,1708.00284325355,1011.50825181598,"adstockedMedia","1_998_1",8,FALSE
"6409",2024-01-11,1811.55570914055,1066.83772457647,"adstockedMedia","1_998_1",8,FALSE
"6410",2024-01-12,1915.2877111793,1023.22874480567,"adstockedMedia","1_998_1",8,FALSE
"6411",2024-01-13,1519.02616921014,968.191540256544,"adstockedMedia","1_998_1",8,FALSE
"6412",2024-01-14,1404.74506873224,911.834279467989,"adstockedMedia","1_998_1",8,FALSE
